UNIPROT ID,GENE,From Docking List,Docking Rank,From Raw Data,GO ID,P-Value Significance,Fold Change
A2ATD1,Ism1,,6792,Isthmin-1,,0.434920316,0.888142866
A1A546,Isx,Homeobox,2005,Intestine-specific homeobox,,0.870806927,1.71406708
Q8C863,Itch,,1142,E3 ubiquitin-protein ligase Itchy (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Itchy homolog),"mmu04120,mmu04668,mmu04144,mmu04932",0.771668351,1.023110451
Q8C863,Itch,,4555,E3 ubiquitin-protein ligase Itchy (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Itchy homolog),"mmu04120,mmu04668,mmu04144,mmu04932",0.771668351,1.023110451
Q62470,Itga3,,2866,Integrin alpha-3 (CD49 antigen-like family member C) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain],"mmu04151,mmu04512,mmu04510,mmu04810,mmu04640,mmu05200,mmu05222,mmu05410,mmu05412,mmu05414,mmu05165",0.657742884,0.961357256
P11688,Itga5,,3502,Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain],"mmu04151,mmu04512,mmu04145,mmu04510,mmu04810,mmu04640,mmu05206,mmu05205,mmu05410,mmu05412,mmu05414,mmu05133,mmu05100,mmu05165",0.76079674,1.081079825
Q61738,Itga7,,1557,Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain],"mmu04151,mmu04512,mmu04510,mmu04810,mmu05410,mmu05412,mmu05414,mmu05165",0.134249749,0.868216699
Q60677,Itgae,,43,Integrin alpha-E (Integrin alpha M290) (CD antigen CD103) [Cleaved into: Integrin alpha-E light chain; Integrin alpha-E heavy chain],mmu04810,0.270183354,0.621713053
P09055,Itgb1,,5564,Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29),"mmu04015,mmu04151,mmu04512,mmu04514,mmu04145,mmu04510,mmu04530,mmu04810,mmu04611,mmu04670,mmu04360,mmu05200,mmu05205,mmu05222,mmu05410,mmu05412,mmu05414,mmu05133,mmu05100,mmu05165,mmu05145,mmu05140",0.12186533,0.871955798
Q9R000,Itgb1,,5279,Integrin beta-1-binding protein 2 (Melusin),"mmu04015,mmu04151,mmu04512,mmu04514,mmu04145,mmu04510,mmu04530,mmu04810,mmu04611,mmu04670,mmu04360,mmu05200,mmu05205,mmu05222,mmu05410,mmu05412,mmu05414,mmu05133,mmu05100,mmu05165,mmu05145,mmu05140",0.12186533,0.871955798
O35671,Itgb1,,1202,Integrin beta-1-binding protein 1 (Bodenin),"mmu04015,mmu04151,mmu04512,mmu04514,mmu04145,mmu04510,mmu04530,mmu04810,mmu04611,mmu04670,mmu04360,mmu05200,mmu05205,mmu05222,mmu05410,mmu05412,mmu05414,mmu05133,mmu05100,mmu05165,mmu05145,mmu05140",0.12186533,0.871955798
O35671,Itgb1bp1,,1202,Integrin beta-1-binding protein 1 (Bodenin),,0.753416308,0.968063598
Q9R000,Itgb1bp2,,5279,Integrin beta-1-binding protein 2 (Melusin),,0.538919267,1.333085797
P26011,Itgb7,,2594,Integrin beta-7 (Integrin beta-P) (M290 IEL antigen),"mmu04151,mmu04512,mmu04514,mmu04510,mmu04810,mmu04672,mmu05202,mmu05410,mmu05412,mmu05414,mmu05165",0.979204336,1.037623191
Q8BJD1,Itih5,,1528,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),,0.339102375,1.238470367
Q03526,Itk,,2090,Tyrosine-protein kinase ITK/TSK (EC 2.7.10.2) (IL-2-inducible T-cell kinase) (Kinase EMT) (Kinase TLK) (T-cell-specific kinase),"mmu04660,mmu04670,mmu04062",0.741243832,1.130202357
Q9Z0R4,Itsn1,,5038,Intersectin-1 (EH and SH3 domains protein 1),,0.650792094,1.03176845
Q9Z0R6,Itsn2,,7403,Intersectin-2 (EH domain and SH3 domain regulator of endocytosis 2) (EH and SH3 domains protein 2) (SH3 domain-containing protein 1B),,0.629891847,1.040066332
Q8C1D8,Iws1,,1480,Protein IWS1 homolog (IWS1-like protein),,0.895861043,0.991960837
Q8C1D8,Iws1,,5928,Protein IWS1 homolog (IWS1-like protein),,0.895861043,0.991960837
Q6ZPI0,Jade1,,1884,Protein Jade-1 (Jade family PHD finger protein 1) (PHD finger protein 17),,0.648942509,1.037208899
Q6ZQF7,Jade2,,751,E3 ubiquitin-protein ligase Jade-2 (EC 2.3.2.27) (Jade family PHD finger protein 2) (PHD finger protein 15),,0.850107133,1.015777976
Q8BVL9,Jakmip1,,4928,Janus kinase and microtubule-interacting protein 1 (GABA-B receptor-binding protein) (Multiple alpha-helices and RNA-linker protein 1) (Marlin-1),,0.496419772,1.053475284
Q8BVL9,Jakmip1,,6806,Janus kinase and microtubule-interacting protein 1 (GABA-B receptor-binding protein) (Multiple alpha-helices and RNA-linker protein 1) (Marlin-1),,0.496419772,1.053475284
D3YXK0,Jakmip2,,31,Janus kinase and microtubule-interacting protein 2,,0.336916749,1.076695659
D3YXK0,Jakmip2,,5565,Janus kinase and microtubule-interacting protein 2,,0.336916749,1.076695659
Q5DTN8,Jakmip3,,2873,Janus kinase and microtubule-interacting protein 3 (Neuroendocrine long coiled-coil protein 2),,0.645879538,0.964945039
Q5DTN8,Jakmip3,,3470,Janus kinase and microtubule-interacting protein 3 (Neuroendocrine long coiled-coil protein 2),,0.645879538,0.964945039
Q5DTN8,Jakmip3,,7090,Janus kinase and microtubule-interacting protein 3 (Neuroendocrine long coiled-coil protein 2),,0.645879538,0.964945039
Q62315,Jarid2,ARID,1313,Protein Jumonji (Jumonji/ARID domain-containing protein 2),mmu04550,0.991610141,0.998836266
Q62315,Jarid2,ARID,4277,Protein Jumonji (Jumonji/ARID domain-containing protein 2),mmu04550,0.991610141,0.998836266
Q62315,Jarid2,ARID,4435,Protein Jumonji (Jumonji/ARID domain-containing protein 2),mmu04550,0.991610141,0.998836266
Q62315,Jarid2,ARID,6016,Protein Jumonji (Jumonji/ARID domain-containing protein 2),mmu04550,0.991610141,0.998836266
Q80ZQ5,Jazf1,,7217,Juxtaposed with another zinc finger protein 1,,0.222890792,1.110637457
P97875,Jdp2,TF_bZIP,6654,Jun dimerization protein 2,,0.96235922,1.00520333
Q69ZK6,Jmjd1c,,5685,Probable JmjC domain-containing histone demethylation protein 2C (EC 1.14.11.-) (Jumonji domain-containing protein 1C),mmu05202,0.705352185,1.032816168
Q9ERI5,Jmjd6,,4860,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR),,0.88908568,0.992402621
Q9DBJ6,Josd1,,6614,Josephin-1 (EC 3.4.19.12) (Josephin domain-containing protein 1),,0.350884469,1.075758315
Q9ET80,Jph1,,2598,Junctophilin-1 (JP-1) (Junctophilin type 1),,0.076678695,1.198976343
Q80WT0,Jph4,,248,Junctophilin-4 (JP-4) (Junctophilin-like 1 protein),,0.857435414,0.964550102
Q80WT0,Jph4,,1356,Junctophilin-4 (JP-4) (Junctophilin-like 1 protein),,0.857435414,0.964550102
Q80WT0,Jph4,,1527,Junctophilin-4 (JP-4) (Junctophilin-like 1 protein),,0.857435414,0.964550102
Q80WT0,Jph4,,2661,Junctophilin-4 (JP-4) (Junctophilin-like 1 protein),,0.857435414,0.964550102
P09450,Jun,TF_bZIP,6728,Transcription factor jun-B (MyD21),"mmu04010,mmu04012,mmu04310,mmu04668,mmu04024,mmu04137,mmu04210,mmu04510,mmu04530,mmu04620,mmu04621,mmu04625,mmu04660,mmu04658,mmu04659,mmu04657,mmu04662,mmu04912,mmu04915,mmu04921,mmu04926,mmu04722,mmu04380,mmu05200,mmu05231,mmu05203,mmu05210,mmu05211,mmu05224,mmu05323,mmu05321,mmu05030,mmu05031,mmu05418,mmu04932,mmu04933,mmu05132,mmu05133,mmu05166,mmu05164,mmu05161,mmu05168,mmu05167,mmu05169,mmu05140,mmu05142,mmu01522",0.593766089,1.077192041
P09450,Junb,TF_bZIP,6728,Transcription factor jun-B (MyD21),"mmu04668,mmu04380",0.822492186,1.021782568
A2CG49,Kalrn,,627,Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain),,0.612973703,1.044325921
A2CG49,Kalrn,,1744,Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain),,0.612973703,1.044325921
A2CG49,Kalrn,,5538,Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain),,0.612973703,1.044325921
A2CG49,Kalrn,,5554,Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain),,0.612973703,1.044325921
Q8BX02,Kank2,,4118,KN motif and ankyrin repeat domain-containing protein 2 (Ankyrin repeat domain-containing protein 25),,0.554455791,0.947603058
Q8BX02,Kank2,,6641,KN motif and ankyrin repeat domain-containing protein 2 (Ankyrin repeat domain-containing protein 25),,0.554455791,0.947603058
Q9Z1P7,Kank3,,4283,KN motif and ankyrin repeat domain-containing protein 3 (Ankyrin repeat domain-containing protein 47),,0.611720354,0.954727074
Q6P9J5,Kank4,,1807,KN motif and ankyrin repeat domain-containing protein 4 (Ankyrin repeat domain-containing protein 38),,0.381237325,1.159881446
Q80TG1,Kansl1,,1430,KAT8 regulatory NSL complex subunit 1 (NSL complex protein NSL1) (Non-specific lethal 1 homolog),,0.504832803,1.053376529
Q5DTI6,Kansl1,,6667,KAT8 regulatory NSL complex subunit 1-like protein,,0.504832803,1.053376529
Q5DTI6,Kansl1l,,6667,KAT8 regulatory NSL complex subunit 1-like protein,,0.379793373,1.089869746
A2RSY1,Kansl3,,5654,KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog),,0.857817948,1.013963697
Q99MN1,Kars,,1436,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),mmu00970,0.72194007,0.974914674
Q99MN1,Kars,,1450,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),mmu00970,0.72194007,0.974914674
Q9JHD2,Kat2a,,4162,Histone acetyltransferase KAT2A (EC 2.3.1.48) (General control of amino acid synthesis protein 5-like 2) (Histone acetyltransferase GCN5) (MmGCN5) (Histone glutaryltransferase KAT2A) (EC 2.3.1.-) (Histone succinyltransferase KAT2A) (EC 2.3.1.-) (Lysine acetyltransferase 2A),"mmu04330,mmu04919,mmu05203,mmu05166",0.828285384,0.982106107
Q9JHD1,Kat2b,,1746,Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57),"mmu04330,mmu04919,mmu05203,mmu05166",0.699236032,0.963353686
Q8CHK4,Kat5,,400,Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5),mmu05166,0.864591033,0.986678863
Q8CHK4,Kat5,,1671,Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5),mmu05166,0.864591033,0.986678863
Q8CHK4,Kat5,,3877,Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5),mmu05166,0.864591033,0.986678863
Q8CHK4,Kat5,,5916,Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5),mmu05166,0.864591033,0.986678863
Q8BRB7,Kat6b,,399,"Histone acetyltransferase KAT6B (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Protein querkopf)",,0.640932244,1.039014889
Q8BRB7,Kat6b,,1592,"Histone acetyltransferase KAT6B (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Protein querkopf)",,0.640932244,1.039014889
Q8BRB7,Kat6b,,2408,"Histone acetyltransferase KAT6B (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Protein querkopf)",,0.640932244,1.039014889
Q5SVQ0,Kat7,zf-C2HC,7154,"Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)",,0.564717248,1.046316
Q9WV86,Katna1,,6307,Katanin p60 ATPase-containing subunit A1 (Katanin p60 subunit A1) (EC 5.6.1.1) (Lipotransin) (p60 katanin),,0.219272299,0.877393665
Q8K0T4,Katnal1,,6282,Katanin p60 ATPase-containing subunit A-like 1 (Katanin p60 subunit A-like 1) (EC 5.6.1.1) (p60 katanin-like 1),,0.536207216,1.048507497
Q8BJ66,Kazald1,,5505,Kazal-type serine protease inhibitor domain-containing protein 1 (Bone and odontoblast-expressed protein 1) (Insulin-like growth factor-binding-related protein 10) (IGFBP-rP10) (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4),,0.730086802,0.947856487
Q69ZS8,Kazn,,1479,Kazrin,,0.361063098,0.932523766
E9PYD7,Kbtbd6,,262,Kelch repeat and BTB (POZ) domain-containing 6,,0.338627799,1.32867117
E9PYD7,Kbtbd6,,7237,Kelch repeat and BTB (POZ) domain-containing 6,,0.338627799,1.32867117
G5E8C2,Kbtbd7,,7219,Kelch repeat and BTB (POZ) domain-containing 7,,0.739956038,1.024787529
Q3UQV5,Kbtbd8,,2354,Kelch repeat and BTB domain-containing protein 8,,0.761765752,1.038290273
P16388,Kcna1,,3748,Potassium voltage-gated channel subfamily A member 1 (MBK1) (MKI) (Voltage-gated potassium channel subunit Kv1.1),,0.057030548,1.146529821
P63141,Kcna2,,4377,Potassium voltage-gated channel subfamily A member 2 (MK2) (Voltage-gated potassium channel subunit Kv1.2),,0.339302853,1.080710736
Q61762,Kcna5,,879,Potassium voltage-gated channel subfamily A member 5 (Voltage-gated potassium channel subunit Kv1.5) (KV1-5),,0.436343484,0.858058975
Q61762,Kcna5,,5571,Potassium voltage-gated channel subfamily A member 5 (Voltage-gated potassium channel subunit Kv1.5) (KV1-5),,0.436343484,0.858058975
Q61923,Kcna6,,2438,Potassium voltage-gated channel subfamily A member 6 (MK1.6) (Voltage-gated potassium channel subunit Kv1.6),,0.899091148,1.010589304
Q61923,Kcna6,,4766,Potassium voltage-gated channel subfamily A member 6 (MK1.6) (Voltage-gated potassium channel subunit Kv1.6),,0.899091148,1.010589304
Q61923,Kcna6,,7238,Potassium voltage-gated channel subfamily A member 6 (MK1.6) (Voltage-gated potassium channel subunit Kv1.6),,0.899091148,1.010589304
Q03717,Kcnb1,,6689,Potassium voltage-gated channel subfamily B member 1 (Voltage-gated potassium channel subunit Kv2.1) (mShab),,0.517982595,1.047280357
A6H8H5,Kcnb2,,6971,Potassium voltage-gated channel subfamily B member 2 (Voltage-gated potassium channel subunit Kv2.2),,0.129341098,1.140261729
P15388,Kcnc1,,276,Potassium voltage-gated channel subfamily C member 1 (NGK2) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4),,0.549934303,1.041251044
Q14B80,Kcnc2,,214,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2),,0.74192811,1.035798817
Q14B80,Kcnc2,,2226,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2),,0.74192811,1.035798817
Q63959,Kcnc3,,2477,Potassium voltage-gated channel subfamily C member 3 (KSHIIID) (Voltage-gated potassium channel subunit Kv3.3),,0.206340384,1.158164739
Q63959,Kcnc3,,5412,Potassium voltage-gated channel subfamily C member 3 (KSHIIID) (Voltage-gated potassium channel subunit Kv3.3),,0.206340384,1.158164739
Q63959,Kcnc3,,5490,Potassium voltage-gated channel subfamily C member 3 (KSHIIID) (Voltage-gated potassium channel subunit Kv3.3),,0.206340384,1.158164739
Q8R1C0,Kcnc4,,5066,Potassium voltage-gated channel subfamily C member 4 (Voltage-gated potassium channel subunit Kv3.4),,0.568481471,1.04500986
Q8R1C0,Kcnc4,,6557,Potassium voltage-gated channel subfamily C member 4 (Voltage-gated potassium channel subunit Kv3.4),,0.568481471,1.04500986
Q03719,Kcnd1,,2177,Potassium voltage-gated channel subfamily D member 1 (Voltage-gated potassium channel subunit Kv4.1) (mShal),,0.155582105,1.166659633
Q9WTW2,Kcne3,,5828,Potassium voltage-gated channel subfamily E member 3 (MinK-related peptide 2) (Minimum potassium ion channel-related peptide 2) (Potassium channel subunit beta MiRP2),mmu04974,0.889414929,1.1340735
Q9WTW3,Kcne4,,782,Potassium voltage-gated channel subfamily E member 4 (MinK-related peptide 3) (Minimum potassium ion channel-related peptide 3) (Potassium channel subunit beta MiRP3),,0.573794037,0.898897789
A2BDX4,Kcng1,,4621,Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1),,0.091646179,1.329452071
F7A6P6,Kcng2,,2501,"Potassium voltage-gated channel, subfamily G, member 2",,0.42361585,1.265748618
F7A6P6,Kcng2,,3981,"Potassium voltage-gated channel, subfamily G, member 2",,0.42361585,1.265748618
F7A6P6,Kcng2,,5194,"Potassium voltage-gated channel, subfamily G, member 2",,0.42361585,1.265748618
O35219,Kcnh2,,2276,Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (MERG) (Voltage-gated potassium channel subunit Kv11.1),,0.399088088,1.06503165
O35219,Kcnh2,,3696,Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (MERG) (Voltage-gated potassium channel subunit Kv11.1),,0.399088088,1.06503165
O35219,Kcnh2,,6771,Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (MERG) (Voltage-gated potassium channel subunit Kv11.1),,0.399088088,1.06503165
Q9WVJ0,Kcnh3,,5015,Potassium voltage-gated channel subfamily H member 3 (Ether-a-go-go-like potassium channel 2) (ELK channel 2) (mElk2) (Voltage-gated potassium channel subunit Kv12.2),,0.764960052,0.940644098
A2A5F7,Kcnh4,,3297,"potassium Voltage-gated channel, subfamily H (Eag-related), member 4",,0.973248118,1.005530377
Q920E3,Kcnh5,,2327,Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (Eag2) (Voltage-gated potassium channel subunit Kv10.2),,0.779060682,1.025735742
Q32ME0,Kcnh6,,4631,"potassium Voltage-gated channel, subfamily H (Eag-related), member 6",,0.726874692,0.950660322
Q32ME0,Kcnh6,,6809,"potassium Voltage-gated channel, subfamily H (Eag-related), member 6",,0.726874692,0.950660322
Q9ER47,Kcnh7,,1132,Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (Voltage-gated potassium channel subunit Kv11.3),,0.160999703,1.143428277
Q9ER47,Kcnh7,,1492,Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (Voltage-gated potassium channel subunit Kv11.3),,0.160999703,1.143428277
Q9JJ69,Kcnip2,,2257,Kv channel-interacting protein 2 (KChIP2) (A-type potassium channel modulatory protein 2) (Potassium channel-interacting protein 2),,0.925317426,0.963908716
Q9QXT8,Kcnip3,,2246,Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3),,0.235969971,1.093971077
Q9QXT8,Kcnip3,,3706,Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3),,0.235969971,1.093971077
Q9QXT8,Kcnip3,,6682,Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3),,0.235969971,1.093971077
P63250,Kcnj3,,2559,"G protein-activated inward rectifier potassium channel 1 (GIRK-1) (Inward rectifier K(+) channel Kir3.1) (Potassium channel, inwardly rectifying subfamily J member 3)","mmu04915,mmu04921,mmu04724,mmu04725,mmu04728,mmu04726,mmu04723,mmu04713,mmu05032",0.588983859,1.066344771
P63250,Kcnj3,,6961,"G protein-activated inward rectifier potassium channel 1 (GIRK-1) (Inward rectifier K(+) channel Kir3.1) (Potassium channel, inwardly rectifying subfamily J member 3)","mmu04915,mmu04921,mmu04724,mmu04725,mmu04728,mmu04726,mmu04723,mmu04713,mmu05032",0.588983859,1.066344771
P97794,Kcnj8,,5972,"ATP-sensitive inward rectifier potassium channel 8 (Inward rectifier K(+) channel Kir6.1) (Potassium channel, inwardly rectifying subfamily J member 8) (uKATP-1)",mmu04022,0.928523463,1.025685529
P48543,Kcnj9,,5265,"G protein-activated inward rectifier potassium channel 3 (GIRK-3) (Inward rectifier K(+) channel Kir3.3) (Potassium channel, inwardly rectifying subfamily J member 9)","mmu04915,mmu04921,mmu04728,mmu04726,mmu04723,mmu04713,mmu05032",0.902962093,0.985035308
O88454,Kcnk4,,4968,Potassium channel subfamily K member 4 (TWIK-related arachidonic acid-stimulated potassium channel protein) (TRAAK),,0.765615107,1.026502601
Q08460,Kcnma1,,473,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (mSlo1) (Slowpoke homolog) (Slo homolog) (mSlo)","mmu04022,mmu04911,mmu04924,mmu04270,mmu04970,mmu04972",0.208262923,1.092136933
Q08460,Kcnma1,,5537,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (mSlo1) (Slowpoke homolog) (Slo homolog) (mSlo)","mmu04022,mmu04911,mmu04924,mmu04270,mmu04970,mmu04972",0.208262923,1.092136933
Q08460,Kcnma1,,6383,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (mSlo1) (Slowpoke homolog) (Slo homolog) (mSlo)","mmu04022,mmu04911,mmu04924,mmu04270,mmu04970,mmu04972",0.208262923,1.092136933
Q9EQR3,Kcnn1,,252,Small conductance calcium-activated potassium channel protein 1 (SK1) (SKCa 1) (SKCa1) (KCa2.1),mmu04911,0.359010576,1.088295914
P58390,Kcnn2,,4759,Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2),"mmu04911,mmu04976,mmu04726",0.610869078,1.06210877
P58391,Kcnn3,,6138,Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3),mmu04911,0.434103033,1.092024001
Q6ZPR4,Kcnt1,,2640,Potassium channel subfamily T member 1,,0.714767701,1.026941812
Q8BZN2,Kcnv1,,2448,Potassium voltage-gated channel subfamily V member 1 (Voltage-gated potassium channel subunit Kv8.1),,0.864577118,1.025896897
Q5M956,Kctd1,,5138,BTB/POZ domain-containing protein KCTD1,,0.632949552,1.046028746
Q6WVG3,Kctd12,,2277,BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain),,0.485075044,1.055241091
Q6WVG3,Kctd12,,4141,BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain),,0.485075044,1.055241091
Q6WVG3,Kctd12,,5049,BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain),,0.485075044,1.055241091
Q8BGV7,Kctd13,,3787,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 (BTB/POZ domain-containing protein KCTD13) (Polymerase delta-interacting protein 1),,0.949755384,0.986900568
E0CYQ0,Kctd17,,499,Potassium channel tetramerisation domain-containing 17,,0.956563545,0.991140449
E0CYQ0,Kctd17,,6378,Potassium channel tetramerisation domain-containing 17,,0.956563545,0.991140449
Q8CEZ0,Kctd2,,83,BTB/POZ domain-containing protein KCTD2,,0.61130172,0.95804679
Q8VC57,Kctd5,,6920,BTB/POZ domain-containing protein KCTD5,,0.479080999,1.064249358
Q8BJK1,Kctd7,,3557,BTB/POZ domain-containing protein KCTD7,,0.630932022,1.048504399
Q50H33,Kctd8,,3809,BTB/POZ domain-containing protein KCTD8,,0.244064644,0.876186035
Q6ZQ88,Kdm1a,,2492,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2),mmu04714,0.977180496,1.002240304
Q8CIG3,Kdm1b,,802,Lysine-specific histone demethylase 1B (EC 1.14.99.66) (Flavin-containing amine oxidase domain-containing protein 1) (Lysine-specific histone demethylase 2),,0.740226534,1.037832834
Q8CIG3,Kdm1b,,2010,Lysine-specific histone demethylase 1B (EC 1.14.99.66) (Flavin-containing amine oxidase domain-containing protein 1) (Lysine-specific histone demethylase 2),,0.740226534,1.037832834
P59997,Kdm2a,,487,Lysine-specific demethylase 2A (EC 1.14.11.27) (F-box and leucine-rich repeat protein 11) (F-box/LRR-repeat protein 11) (JmjC domain-containing histone demethylation protein 1A) ([Histone-H3]-lysine-36 demethylase 1A),,0.730617121,0.975694346
P59997,Kdm2a,,7083,Lysine-specific demethylase 2A (EC 1.14.11.27) (F-box and leucine-rich repeat protein 11) (F-box/LRR-repeat protein 11) (JmjC domain-containing histone demethylation protein 1A) ([Histone-H3]-lysine-36 demethylase 1A),,0.730617121,0.975694346
Q6P1G2,Kdm2b,,1435,Lysine-specific demethylase 2B (EC 1.14.11.27) (F-box and leucine-rich repeat protein 10) (F-box protein FBL10) (F-box/LRR-repeat protein 10) (JmjC domain-containing histone demethylation protein 1B) ([Histone-H3]-lysine-36 demethylase 1B),,0.798156714,0.979086073
Q6P1G2,Kdm2b,,5500,Lysine-specific demethylase 2B (EC 1.14.11.27) (F-box and leucine-rich repeat protein 10) (F-box protein FBL10) (F-box/LRR-repeat protein 10) (JmjC domain-containing histone demethylation protein 1B) ([Histone-H3]-lysine-36 demethylase 1B),,0.798156714,0.979086073
Q6P1G2,Kdm2b,,5743,Lysine-specific demethylase 2B (EC 1.14.11.27) (F-box and leucine-rich repeat protein 10) (F-box protein FBL10) (F-box/LRR-repeat protein 10) (JmjC domain-containing histone demethylation protein 1B) ([Histone-H3]-lysine-36 demethylase 1B),,0.798156714,0.979086073
